year,month,day,dia juliano,hour,FCS,VFS,EVC,grad_temp,altura de mistura impulsionada por conveccao,boundary,obukhov,Comp_de rugosidade da superficie,Bowen,Albedo,Vel. Vento,direcao do vento,altura do anenometro,temperatura de medicao,Alt. Medicao,codigo precip,quantidade de preciptacao,umidade relativa,patm,cco,ajuste de vel do vento,cobertura de nuvens
23,1,2,2,9,102.7,0.671,1.277,0.006,732,1316,-264.8,0.7678,0.44,0.16,4.6,330,14,298.1,2,0,0,94,1010,3,NAD-SFC,NoSubs
23,1,2,2,10,138.3,0.764,1.56,0.013,991,1599,-290.6,0.8369,0.44,0.15,5.1,311,14,298.1,2,0,0,94,1010,3,NAD-SFC,NoSubs
23,1,2,2,11,164.7,0.89,1.781,0.005,1237,2008,-385.5,0.7678,0.44,0.15,6.2,345,14,300.1,2,0,0,79,1010,1,NAD-SFC,NoSubs
23,1,2,2,12,181.2,0.958,1.942,0.005,1459,2242,-436.5,0.7678,0.44,0.15,6.7,351,14,300.1,2,0,0,79,1010,3,NAD-SFC,NoSubs
23,1,2,2,13,184.9,0.958,2.022,0.005,1615,2251,-428.7,0.7678,0.44,0.15,6.7,349,14,301.1,2,0,0,70,1010,3,NAD-SFC,NoSubs
23,1,2,2,14,178.9,0.957,2.049,0.005,1736,2248,-441.8,0.7678,0.44,0.15,6.7,357,14,302.1,2,0,0,70,1010,1,NAD-SFC,NoSubs
23,1,2,2,15,160.7,0.954,1.996,0.005,1786,2238,-487.1,0.7678,0.44,0.15,6.7,360,14,303.1,2,0,0,62,1010,1,NAD-SFC,NoSubs
23,1,2,2,16,131.3,1.199,1.868,0.005,1792,3132,-1183,0.8711,0.44,0.15,8.2,14,14,302.1,2,0,0,70,1010,1,NAD-SFC,NoSubs
23,1,2,2,17,92.8,1.194,1.666,0.005,1797,3132,-1652.8,0.8711,0.44,0.16,8.2,8,14,301.1,2,0,0,74,1010,1,NAD-SFC,NoSubs
23,1,2,2,18,48,1.188,1.338,0.005,1799,3110,-3146.5,0.8711,0.44,0.22,8.2,21,14,302.1,2,0,0,70,1010,1,NAD-SFC,NoSubs
23,1,2,2,19,1.8,1.109,0.452,0.005,1799,2828,-8888,0.8711,0.44,0.4,7.7,2,14,302.1,2,0,0,70,1010,1,NAD-SFC,NoSubs
23,1,2,2,20,-64,1.094,-9,-9,-999,2752,1843.1,0.8711,0.44,1,7.7,25,14,301.1,2,0,0,74,1010,1,NAD-SFC,NoSubs
23,1,2,2,21,-64,1.02,-9,-9,-999,2491,1492.7,0.8711,0.44,1,7.2,14,14,301.1,2,0,0,74,1010,3,NAD-SFC,NoSubs
23,1,2,2,22,-54.6,0.538,-9,-9,-999,1273,256.6,0.8711,0.44,1,4.1,15,14,299.1,2,0,0,84,1010,3,NAD-SFC,NoSubs
23,1,2,2,23,-64,0.902,-9,-9,-999,2051,1032.8,0.7678,0.44,1,6.7,357,14,299.1,2,0,0,84,1010,3,NAD-SFC,NoSubs
23,1,2,2,24,-64,0.974,-9,-9,-999,2298,1299.9,0.7678,0.44,1,7.2,358,14,299.1,2,0,0,84,1010,6,NAD-SFC,NoSubs
23,1,3,3,1,-64,0.902,-9,-9,-999,2070,1032.8,0.7678,0.44,1,6.7,360,14,299.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,1,3,3,2,-64,0.829,-9,-9,-999,1827,802.6,0.7678,0.44,1,6.2,356,14,299.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,1,3,3,3,-64,0.755,-9,-9,-999,1588,606.3,0.7678,0.44,1,5.7,354,14,299.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,1,3,3,4,-64,0.755,-9,-9,-999,1576,606.3,0.7678,0.44,1,5.7,340,14,299.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,1,3,3,5,-64,0.755,-9,-9,-999,1575,606.3,0.7678,0.44,1,5.7,337,14,299.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,1,3,3,6,-59.6,0.588,-9,-9,-999,1115,306.3,0.7678,0.44,1,4.6,339,14,299.1,2,0,0,89,1010,3,NAD-SFC,NoSubs
23,1,3,3,7,10.1,0.571,0.543,0.01,568,1037,-1654.4,0.7678,0.44,0.34,4.1,336,14,299.1,2,0,0,84,1010,1,NAD-SFC,NoSubs
23,1,3,3,8,57.3,0.592,1.01,0.01,649,1093,-326.7,0.7678,0.44,0.2,4.1,319,14,299.1,2,0,0,84,1010,1,NAD-SFC,NoSubs
23,1,3,3,9,101.2,0.482,1.287,0.007,760,815,-99.7,0.7678,0.44,0.16,3.1,318,14,299.1,2,0,0,89,1010,1,NAD-SFC,NoSubs
23,1,3,3,10,137.4,0.577,1.484,0.01,859,1049,-125.6,0.8711,0.44,0.15,3.6,4,14,299.1,2,0,0,89,1010,1,NAD-SFC,NoSubs
23,1,3,3,11,164.5,0.309,1.639,0.01,965,488,-16.1,0.8369,0.44,0.15,1.5,302,14,300.1,2,0,0,84,1010,1,NAD-SFC,NoSubs
23,1,3,3,12,180.6,0.323,1.749,0.01,1069,442,-16.9,0.9443,0.44,0.15,1.5,198,14,300.1,2,0,0,84,1010,1,NAD-SFC,NoSubs
23,1,3,3,13,185.3,0.906,1.817,0.005,1169,2068,-361,1,0.44,0.15,5.7,151,14,302.1,2,0,0,70,1010,3,NAD-SFC,NoSubs
23,1,3,3,14,179.1,1.266,1.839,0.005,1254,3401,-1019.6,1,0.44,0.15,8.2,142,14,301.1,2,0,0,74,1010,3,NAD-SFC,NoSubs
23,1,3,3,15,160,1.166,1.804,0.005,1324,3053,-891.5,0.9443,0.44,0.15,7.7,187,14,299.1,2,0,0,79,1010,3,NAD-SFC,NoSubs
23,1,3,3,16,117.9,0.706,1.639,0.005,1347,1733,-269.4,0.8851,0.44,0.15,4.6,110,14,298.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,1,3,3,17,85.3,1.106,1.477,0.005,1364,2780,-1428.3,1,0.44,0.16,7.2,139,14,299.1,2,0,0,70,1010,6,NAD-SFC,NoSubs
23,1,3,3,18,49.2,1.25,1.233,0.005,1373,3330,-3572.9,1,0.44,0.22,8.2,151,14,299.1,2,0,0,54,1010,3,NAD-SFC,NoSubs
23,1,3,3,19,5.5,1.168,0.594,0.005,1373,3053,-8888,1,0.44,0.4,7.7,137,14,298.1,2,0,0,65,1010,6,NAD-SFC,NoSubs
23,1,3,3,20,-64,1.153,-9,-9,-999,2976,2156.4,1,0.44,1,7.7,148,14,298.1,2,0,0,61,1010,3,NAD-SFC,NoSubs
23,1,3,3,21,-57.7,0.658,-9,-9,-999,1626,444.3,1,0.44,1,4.6,157,14,297.1,2,0,0,74,1010,6,NAD-SFC,NoSubs
23,1,3,3,22,-57.9,0.658,-9,-9,-999,1299,442.7,1,0.44,1,4.6,149,14,296.1,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,1,3,3,23,-56.6,0.643,-9,-9,-999,1239,422.9,0.9443,0.44,1,4.6,181,14,296.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,1,3,3,24,-50.9,0.576,-9,-9,-999,1057,338.6,1,0.44,1,4.1,177,14,295.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,1,4,4,1,-56.8,0.643,-9,-9,-999,1235,421.3,0.9443,0.44,1,4.6,186,14,295.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,1,4,4,2,-64,0.818,-9,-9,-999,1771,770.3,0.9443,0.44,1,5.7,186,14,296.1,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,1,4,4,3,-50.7,0.576,-9,-9,-999,1120,339.9,1,0.44,1,4.1,178,14,296.1,2,0,0,78,1010,6,NAD-SFC,NoSubs
23,1,4,4,4,-49.6,0.563,-9,-9,-999,1017,324.5,0.9443,0.44,1,4.1,189,14,296.1,2,0,0,78,1010,6,NAD-SFC,NoSubs
23,1,4,4,5,-56.6,0.643,-9,-9,-999,1235,422.9,0.9443,0.44,1,4.6,191,14,296.1,2,0,0,73,1010,6,NAD-SFC,NoSubs
23,1,4,4,6,-49.7,0.563,-9,-9,-999,1022,323.2,0.9443,0.44,1,4.1,202,14,295.1,2,0,0,78,1010,6,NAD-SFC,NoSubs
23,1,4,4,7,10.9,0.614,0.375,0.011,174,1153,-1915.3,0.9443,0.44,0.34,4.1,206,14,295.1,2,0,0,78,1010,3,NAD-SFC,NoSubs
23,1,4,4,8,57.8,0.507,0.895,0.009,447,879,-203.4,1,0.44,0.2,3.1,158,14,296.1,2,0,0,65,1010,3,NAD-SFC,NoSubs
23,1,4,4,9,101.3,0.44,1.255,0.007,704,705,-75.6,0.8851,0.44,0.16,2.6,126,14,296.1,2,0,0,65,1010,3,NAD-SFC,NoSubs
23,1,4,4,10,136.7,0.394,1.495,0.009,882,596,-40.3,0.9443,0.44,0.15,2.1,197,14,295.1,2,0,0,73,1010,2,NAD-SFC,Sub_CC
23,1,4,4,11,162.5,0.535,1.675,0.011,1043,939,-84.9,0.9586,0.44,0.15,3.1,227,14,295.1,2,0,0,78,1010,1,NAD-SFC,NoSubs
23,1,4,4,12,160.1,0.664,1.701,0.008,1110,1297,-164.9,0.9443,0.44,0.15,4.1,193,14,295.1,2,0,0,73,1010,6,NAD-SFC,NoSubs
23,1,4,4,13,163.4,0.801,1.737,0.005,1157,1716,-283.2,0.9443,0.44,0.15,5.1,205,14,296.1,2,0,0,69,1010,6,NAD-SFC,NoSubs
23,1,4,4,14,158.1,0.953,1.739,0.005,1199,2222,-492.4,0.9443,0.44,0.15,6.2,212,14,295.1,2,0,0,73,1010,6,NAD-SFC,NoSubs
23,1,4,4,15,106.2,0.583,1.534,0.009,1226,1242,-167.7,0.9443,0.44,0.15,3.6,201,14,294.1,2,0,0,83,1010,8,NAD-SFC,NoSubs
23,1,4,4,16,117.3,0.454,1.6,0.009,1259,771,-71.9,0.9443,0.44,0.15,2.6,180,14,296.1,2,0,0,69,1010,6,NAD-SFC,NoSubs
23,1,4,4,17,63.4,0.441,1.309,0.008,1275,704,-121.9,1,0.44,0.16,2.6,173,14,296.1,2,0,0,73,1010,8,NAD-SFC,NoSubs
23,1,4,4,18,45.1,0.364,1.172,0.008,1286,532,-96.4,1,0.44,0.22,2.1,169,14,296.1,2,0,0,69,1010,6,NAD-SFC,NoSubs
23,1,4,4,19,4.9,0.102,0.561,0.008,1287,193,-19.1,0.862,0.44,0.4,0.5,999,14,296.1,2,0,0,69,1010,6,NAD-SFC,NoSubs
23,1,4,4,20,-6.9,0.112,-9,-9,-999,91,18.3,0.9586,0.44,1,1.5,229,14,296.1,2,0,0,69,1010,6,NAD-SFC,NoSubs
23,1,4,4,21,-0.7,0.036,-9,-9,-999,21,6.3,0.862,0.44,1,0.5,999,14,296.1,2,0,0,73,1010,8,NAD-SFC,NoSubs
23,1,4,4,22,-6.9,0.111,-9,-9,-999,89,18.1,0.9443,0.44,1,1.5,199,14,295.1,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,1,4,4,23,-7.4,0.111,-9,-9,-999,89,16.8,0.9443,0.44,1,1.5,222,14,295.1,2,0,0,83,1010,3,NAD-SFC,NoSubs
23,1,4,4,24,-7.4,0.111,-9,-9,-999,89,16.8,0.9443,0.44,1,1.5,218,14,295.1,2,0,0,83,1010,3,NAD-SFC,NoSubs
23,1,5,5,1,-42.5,0.481,-9,-9,-999,801,236,0.9443,0.44,1,3.6,205,14,295.1,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,1,5,5,2,-48.5,0.471,-9,-9,-999,776,194.3,0.9443,0.44,1,3.6,204,14,295.1,2,0,0,88,1010,3,NAD-SFC,NoSubs
23,1,5,5,3,-59.4,0.552,-9,-9,-999,983,255.2,0.9443,0.44,1,4.1,197,14,294.1,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,1,5,5,4,-40.6,0.378,-9,-9,-999,584,119.5,0.9443,0.44,1,3.1,220,14,294.1,2,0,0,88,1010,1,NAD-SFC,NoSubs
23,1,5,5,5,-40.6,0.378,-9,-9,-999,558,119.5,0.9443,0.44,1,3.1,212,14,294.1,2,0,0,88,1010,1,NAD-SFC,NoSubs
23,1,5,5,6,-999,-9,-9,-9,-999,-999,-99999,0.9443,0.44,1,3.6,215,14,294.1,2,0,0,88,1010,99,NAD-SFC,NoSubs
23,1,5,5,7,-999,-9,-9,-9,-999,-999,-99999,0.9443,0.44,0.34,2.6,222,14,293.1,2,0,0,88,1010,99,NAD-SFC,NoSubs
23,1,5,5,8,-999,-9,-9,-9,-999,-999,-99999,0.9586,0.44,0.2,1.5,255,14,292.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,1,5,5,9,-999,-9,-9,-9,-999,-999,-99999,0.9586,0.44,0.16,3.1,259,14,292.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,1,5,5,10,-999,-9,-9,-9,-999,-999,-99999,0.9586,0.44,0.15,2.1,268,14,294.1,2,0,0,83,1010,99,NAD-SFC,NoSubs
23,1,5,5,11,-999,-9,-9,-9,-999,-999,-99999,0.9586,0.44,0.15,3.1,238,14,296.1,2,0,0,73,1010,99,NAD-SFC,NoSubs
23,1,5,5,12,-999,-9,-9,-9,-999,-999,-99999,0.9586,0.44,0.15,3.6,249,14,297.1,2,0,0,74,1010,99,NAD-SFC,NoSubs
23,1,5,5,13,183.6,0.656,-9,-9,-999,1275,-138.3,0.8851,0.44,0.15,4.1,128,14,298.1,2,0,0,61,1010,3,NAD-SFC,NoSubs
23,1,5,5,14,177.8,0.681,-9,-9,-999,1348,-160.1,1,0.44,0.15,4.1,140,14,299.1,2,0,0,65,1010,1,NAD-SFC,NoSubs
23,1,5,5,15,159.8,0.746,-9,-9,-999,1544,-234.3,1,0.44,0.15,4.6,135,14,300.1,2,0,0,58,1010,1,NAD-SFC,NoSubs
23,1,5,5,16,131,0.858,-9,-9,-999,1901,-434.5,0.8851,0.44,0.15,5.7,118,14,300.1,2,0,0,54,1010,1,NAD-SFC,NoSubs
23,1,5,5,17,92.6,0.989,-9,-9,-999,2350,-940.8,0.8851,0.44,0.16,6.7,119,14,299.1,2,0,0,58,1010,1,NAD-SFC,NoSubs
23,1,5,5,18,47.8,1.052,-9,-9,-999,2580,-2191.4,0.8851,0.44,0.21,7.2,116,14,300.1,2,0,0,62,1010,1,NAD-SFC,NoSubs
23,1,5,5,19,1.1,1.043,-9,-9,-999,2559,-8888,0.8851,0.44,0.39,7.2,117,14,299.1,2,0,0,65,1010,1,NAD-SFC,NoSubs
23,1,5,5,20,-64,0.951,-9,-9,-999,2248,1209.1,0.8851,0.44,1,6.7,127,14,298.1,2,0,0,69,1010,1,NAD-SFC,NoSubs
23,1,5,5,21,-64,0.875,-9,-9,-999,1980,941.5,0.8851,0.44,1,6.2,122,14,298.1,2,0,0,65,1010,1,NAD-SFC,NoSubs
23,1,5,5,22,-57.3,0.538,-9,-9,-999,1094,245.1,0.8851,0.44,1,4.1,130,14,297.1,2,0,0,69,1010,1,NAD-SFC,NoSubs
23,1,5,5,23,-41.6,0.389,-9,-9,-999,622,127.6,1,0.44,1,3.1,148,14,296.1,2,0,0,78,1010,1,NAD-SFC,NoSubs
23,1,5,5,24,-30.2,0.283,-9,-9,-999,371,67.4,1,0.44,1,2.6,162,14,296.1,2,0,0,73,1010,1,NAD-SFC,NoSubs
23,1,6,6,1,-14.5,0.156,-9,-9,-999,158,23.4,0.9443,0.44,1,2.1,186,14,294.1,2,0,0,88,1010,3,NAD-SFC,NoSubs
23,1,6,6,2,-29.2,0.272,-9,-9,-999,340,61.7,0.9443,0.44,1,2.6,213,14,294.1,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,1,6,6,3,-7.6,0.111,-9,-9,-999,113,16.4,0.9443,0.44,1,1.5,205,14,294.1,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,1,6,6,4,-13.9,0.149,-9,-9,-999,138,21.5,0.8369,0.44,1,2.1,283,14,293.1,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,1,6,6,5,-999,-9,-9,-9,-999,-999,-99999,0.8369,0.44,1,2.1,272,14,293.1,2,0,0,88,1010,99,NAD-SFC,NoSubs
23,1,6,6,6,-999,-9,-9,-9,-999,-999,-99999,0.9586,0.44,1,2.1,266,14,293.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,1,6,6,7,-999,-9,-9,-9,-999,-999,-99999,0.9586,0.44,0.34,1.5,248,14,292.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,1,6,6,8,-999,-9,-9,-9,-999,-999,-99999,0.9586,0.44,0.2,2.6,262,14,292.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,1,6,6,9,-999,-9,-9,-9,-999,-999,-99999,0.9586,0.44,0.16,1.5,268,14,292.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,1,6,6,10,134.8,0.395,-9,-9,-999,597,-41.3,0.9586,0.44,0.15,2.1,268,14,294.1,2,0,0,83,1010,1,NAD-SFC,NoSubs
23,1,6,6,11,162.9,0.403,-9,-9,-999,614,-36.2,0.9586,0.44,0.15,2.1,265,14,295.1,2,0,0,83,1010,3,NAD-SFC,NoSubs
23,1,6,6,12,180.1,0.737,-9,-9,-999,1517,-199.9,0.9443,0.44,0.15,4.6,186,14,298.1,2,0,0,65,1010,3,NAD-SFC,NoSubs
23,1,6,6,13,164.1,1.045,-9,-9,-999,2556,-626,1,0.44,0.15,6.7,141,14,298.1,2,0,0,69,1010,6,NAD-SFC,NoSubs
23,1,6,6,14,159.6,1.044,-9,-9,-999,2560,-642.3,1,0.44,0.15,6.7,135,14,299.1,2,0,0,70,1010,6,NAD-SFC,NoSubs
23,1,6,6,15,160.4,1.07,-9,-9,-999,2651,-687.4,0.8851,0.44,0.15,7.2,132,14,299.1,2,0,0,65,1010,3,NAD-SFC,NoSubs
23,1,6,6,16,131.9,1.136,-9,-9,-999,2893,-999.7,0.8851,0.44,0.15,7.7,132,14,299.1,2,0,0,61,1010,3,NAD-SFC,NoSubs
23,1,6,6,17,94.4,1.13,-9,-9,-999,2885,-1376.9,0.8851,0.44,0.16,7.7,132,14,299.1,2,0,0,58,1010,3,NAD-SFC,NoSubs
23,1,6,6,18,50.2,0.951,-9,-9,-999,2288,-1544.6,1,0.44,0.21,6.2,145,14,300.1,2,0,0,58,1010,3,NAD-SFC,NoSubs
23,1,6,6,19,3.6,1.188,-9,-9,-999,3090,-8888,0.8851,0.44,0.39,8.2,128,14,298.1,2,0,0,65,1010,3,NAD-SFC,NoSubs
23,1,6,6,20,-64,1.153,-9,-9,-999,2979,2156.4,1,0.44,1,7.7,141,14,299.1,2,0,0,58,1010,3,NAD-SFC,NoSubs
23,1,6,6,21,-64,1.101,-9,-9,-999,2786,1876.2,0.8851,0.44,1,7.7,132,14,298.1,2,0,0,61,1010,3,NAD-SFC,NoSubs
23,1,6,6,22,-64,0.917,-9,-9,-999,2172,1086.3,1,0.44,1,6.2,136,14,297.1,2,0,0,65,1010,3,NAD-SFC,NoSubs
23,1,6,6,23,-60.4,0.566,-9,-9,-999,1198,269.9,1,0.44,1,4.1,142,14,296.1,2,0,0,69,1010,1,NAD-SFC,NoSubs
23,1,6,6,24,-29.7,0.29,-9,-9,-999,519,73.8,1,0.44,1,2.6,136,14,296.1,2,0,0,69,1010,3,NAD-SFC,NoSubs
23,1,7,7,1,-63.7,0.62,-9,-9,-999,1171,336.1,0.8851,0.44,1,4.6,128,14,295.1,2,0,0,78,1010,3,NAD-SFC,NoSubs
23,1,7,7,2,-59.6,0.567,-9,-9,-999,1029,275,1,0.44,1,4.1,143,14,296.1,2,0,0,73,1010,2,NAD-SFC,Sub_CC
23,1,7,7,3,-30.1,0.285,-9,-9,-999,455,69.3,1,0.44,1,2.6,140,14,295.1,2,0,0,78,1010,2,NAD-SFC,Sub_CC
23,1,7,7,4,-41.7,0.389,-9,-9,-999,581,126.9,1,0.44,1,3.1,165,14,295.1,2,0,0,73,1010,1,NAD-SFC,NoSubs
23,1,7,7,5,-15.3,0.159,-9,-9,-999,212,23.8,1,0.44,1,2.1,143,14,295.1,2,0,0,73,1010,1,NAD-SFC,NoSubs
23,1,7,7,6,-3.4,0.074,-9,-9,-999,62,10.9,0.9443,0.44,1,1,216,14,292.1,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,1,7,7,7,6,0.322,0.248,0.005,91,439,-506.4,0.9443,0.44,0.35,2.1,209,14,292.1,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,1,7,7,8,55.2,0.284,1.09,0.005,845,365,-37.5,0.9443,0.44,0.2,1.5,214,14,292.1,2,0,0,94,1010,3,NAD-SFC,NoSubs
23,1,7,7,9,97.6,0.381,1.396,0.005,1004,565,-51.1,0.9443,0.44,0.16,2.1,220,14,293.1,2,0,0,88,1010,1,NAD-SFC,NoSubs
23,1,7,7,10,121.7,0.455,1.582,0.005,1174,737,-69.9,0.9443,0.44,0.15,2.6,184,14,294.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,1,7,7,11,108.5,0.664,1.577,0.005,1304,1297,-242.9,1,0.44,0.15,4.1,143,14,293.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,1,7,7,12,143.2,0.66,1.797,0.005,1463,1288,-180.9,0.9443,0.44,0.15,4.1,202,14,294.4,2,0,0,98,1010,7,NAD-SFC,NoSubs
23,1,7,7,13,121.8,0.587,1.772,0.008,1647,1088,-149.7,0.9443,0.44,0.15,3.6,201,14,294.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,1,7,7,14,158.6,0.532,1.993,0.01,1802,935,-85.3,0.9443,0.44,0.15,3.1,206,14,296.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,1,7,7,15,143.5,0.743,1.94,0.01,1837,1534,-257,1,0.44,0.15,4.6,147,14,298.1,2,0,0,78,1010,6,NAD-SFC,NoSubs
23,1,7,7,16,118.9,1.185,1.831,0.007,1865,3088,-1259.4,1,0.44,0.15,7.7,135,14,299.1,2,0,0,70,1010,6,NAD-SFC,NoSubs
